"atom_idx","atom_symbol","matched_fg","frag_smiles","frag_id","idx1","idx2"
12,"Cl","Arylchloride","Cl",3,868,33
13,"Cl","Arylchloride","Cl",4,868,33
6,"O","Phenol","O",1,55,34
10,"O","Carboxylic_acid","O",2,55,34
11,"O","Carboxylic_acid","O",3,55,34
9,"N","Primary_arom_amine","N",1,38,35
0,"C","Primary_carbon","C",1,45,38
0,"C","Primary_carbon, Tertiary_carbon","C",1,911,39
6,"C","Primary_carbon, Quaternary_carbon","C",2,911,39
7,"C","Primary_carbon, Quaternary_carbon","C",3,911,39
11,"O","Carboxylic_ester, Conjugated_double_bond","O",4,911,39
18,"O","Phenol","O",5,911,39
9,"C","Nitrile, Conjugated_tripple_bond","C#N",1,43,40
10,"N","Nitrile, Conjugated_tripple_bond","C#N",1,43,40
9,"C","Nitrile, Conjugated_tripple_bond","C#N",1,43,41
10,"N","Nitrile, Conjugated_tripple_bond","C#N",1,43,41
0,"C","Primary_carbon","C=C(C)C",1,57,42
1,"C","Primary_carbon, Alkene","C=C(C)C",1,57,42
2,"C","Alkene","C=C(C)C",1,57,42
14,"C","Primary_carbon","C=C(C)C",1,57,42
0,"C","Alkylarylether","CO",1,44,43
1,"O","Alkylarylether","CO",1,44,43
0,"C","Primary_carbon","C",1,45,44
10,"O","Aldehyde, Conjugated_double_bond","O",1,50,45
6,"Cl","Arylchloride","Cl",1,451,46
9,"O","Urethan, Oxoarene, Conjugated_double_bond","O",2,451,46
4,"C","Aromatic","cc[nH]",1,49,47
5,"C","Aromatic","cc[nH]",1,49,47
6,"N","Hetero_N_basic_H, Heteroaromatic, Aromatic, Heterocyclic","cc[nH]",1,49,47
9,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",2,49,47
10,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",2,49,47
11,"O","Carboxylic_acid","O=CO",2,49,47
10,"O","Primary_alcohol","O",1,51,50
10,"O","Carboxylic_acid, Conjugated_double_bond","O",1,52,51
8,"C","Secondary_carbon, Primary_alcohol","CO",1,71,52
9,"O","Primary_alcohol","CO",1,71,52
7,"C","Secondary_carbon","CCO",1,71,53
8,"C","Secondary_carbon, Primary_alcohol","CCO",1,71,53
9,"O","Primary_alcohol","CCO",1,71,53
6,"O","Phenol","O",1,55,54
8,"C","Secondary_carbon","CC(=O)O",2,55,54
9,"C","Secondary_carbon, Carboxylic_acid","CC(=O)O",2,55,54
10,"O","Carboxylic_acid","CC(=O)O",2,55,54
11,"O","Carboxylic_acid","CC(=O)O",2,55,54
0,"C","Primary_carbon","C",1,56,55
15,"C","Alkylarylether","C",2,56,55
11,"N","Primary_aliph_amine","N",1,635,56
0,"C","Secondary_carbon","C1CCCC1",1,463,57
1,"C","Secondary_carbon","C1CCCC1",1,463,57
2,"C","Secondary_carbon","C1CCCC1",1,463,57
3,"C","Secondary_carbon","C1CCCC1",1,463,57
4,"C","Secondary_carbon","C1CCCC1",1,463,57
13,"Cl","Arylchloride","Cl",1,69,58
14,"Cl","Arylchloride","Cl",2,69,58
13,"O","Primary_alcohol","O",1,62,60
19,"O","Secondary_alcohol","O",1,63,61
2,"O","Secondary_amide","O",1,600,62
15,"I","Aryliodide","I",2,600,62
16,"O","Alkylarylether","CO",3,600,62
17,"C","Alkylarylether","CO",3,600,62
0,"C","Aromatic","c1ccccc1",1,67,66
1,"C","Aromatic","c1ccccc1",1,67,66
2,"C","Aromatic","c1ccccc1",1,67,66
3,"C","Secondary_carbon, Aromatic","c1ccccc1",1,67,66
4,"C","Aromatic","c1ccccc1",1,67,66
5,"C","Aromatic","c1ccccc1",1,67,66
6,"C","Secondary_carbon","CC(=O)O",1,69,68
7,"C","Secondary_carbon, Carboxylic_acid","CC(=O)O",1,69,68
8,"O","Carboxylic_acid","CC(=O)O",1,69,68
9,"O","Carboxylic_acid","CC(=O)O",1,69,68
13,"Cl","Arylchloride","Cl",2,69,68
14,"Cl","Arylchloride","Cl",3,69,68
12,"O","Phenol","O",1,653,70
13,"N","Primary_aliph_amine","N",2,653,70
7,"O","Carboxylic_acid","O",1,72,71
13,"Cl","Arylchloride","Cl",2,72,71
14,"Cl","Arylchloride","Cl",3,72,71
11,"Cl","Arylchloride","Cl",1,73,72
10,"Cl","Arylchloride","Cl",1,74,73
11,"Cl","Arylchloride","Cl",2,74,73
0,"C","Primary_carbon","C",1,75,74
13,"Cl","Arylchloride","Cl",1,76,75
14,"Cl","Arylchloride","Cl",2,76,75
13,"Cl","Arylchloride","Cl",1,78,77
9,"N","Primary_aliph_amine","N",1,377,78
10,"C","Secondary_carbon","CCC",1,81,80
11,"C","Secondary_carbon","CCC",1,81,80
12,"C","Secondary_carbon, Quaternary_carbon","CCC",1,81,80
12,"N","Hetero_N_basic_H, Heteroaromatic, Aromatic, Heterocyclic","[nH]n",1,553,81
13,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","[nH]n",1,553,81
15,"O","Ketone, Conjugated_double_bond","O",2,553,81
0,"C","Primary_carbon","C",1,119,83
12,"N","Primary_arom_amine","N",2,119,83
6,"O","Phenol, 1,2-Diphenol","O",1,86,84
0,"C","Alkylarylether","C",1,90,86
0,"C","Alkylarylether","CO",1,1014,87
1,"O","Alkylarylether","CO",1,1014,87
8,"O","Phenol","O",2,1014,87
4,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",1,481,88
5,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",1,481,88
6,"O","Carboxylic_acid","O=CO",1,481,88
9,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",2,481,88
10,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",2,481,88
11,"O","Carboxylic_acid","O=CO",2,481,88
12,"O","Phenol","O",3,481,88
0,"C","Primary_carbon, Secondary_carbon","CCC",1,230,89
1,"C","Primary_carbon, Secondary_carbon","CCC",1,230,89
2,"C","Secondary_carbon","CCC",1,230,89
6,"C","Primary_carbon","C",2,230,89
9,"N",NA,"CCN",3,230,89
10,"C","Primary_carbon","CCN",3,230,89
11,"C","Primary_carbon","CCN",3,230,89
14,"O","Imidoacid_cyclic, Phenol","O",4,230,89
8,"N","Primary_amide","N",1,99,90
0,"C","Primary_carbon, Tertiary_carbon","CCC",1,95,91
1,"C","Primary_carbon, Tertiary_carbon","CCC",1,95,91
2,"C","Primary_carbon, Tertiary_carbon","CCC",1,95,91
7,"N","Primary_aliph_amine, Alpha_aminoacid","N",2,95,91
2,"O","Carboxylic_acid","O",1,94,93
3,"O","Carboxylic_acid","O",2,94,93
7,"O","Carboxylic_acid","O",3,94,93
8,"O","Carboxylic_acid","O",4,94,93
9,"C","Carboxylic_acid, Alpha_hydroxyacid","O=CO",5,94,93
10,"O","Carboxylic_acid, Alpha_hydroxyacid","O=CO",5,94,93
11,"O","Carboxylic_acid, Alpha_hydroxyacid","O=CO",5,94,93
12,"O","Tertiary_alcohol, Alpha_hydroxyacid","O",6,94,93
7,"N","Primary_aliph_amine, Alpha_aminoacid","N",1,95,94
3,"O","Carboxylic_acid, Alpha_hydroxyacid","O",1,1016,95
4,"O","Carboxylic_acid, Alpha_hydroxyacid","O",2,1016,95
5,"O","Secondary_alcohol, 1,2-Diol, Alpha_hydroxyacid","O",3,1016,95
9,"O","Secondary_alcohol, 1,2-Diol, Alpha_hydroxyacid","O",4,1016,95
0,"C","Primary_carbon","C",1,97,96
0,"C","Primary_carbon, Secondary_carbon","C",1,98,97
6,"C","Tertiary_amide","C",2,98,97
0,"C","Primary_carbon","C",1,116,98
4,"C","Primary_carbon","C",2,116,98
8,"N","Amidine","N",1,380,100
9,"N","Primary_arom_amine","N",2,380,100
0,"C","Primary_carbon, Secondary_carbon","C",1,102,101
0,"C","Primary_carbon, Secondary_carbon","C",1,103,102
0,"C","Primary_carbon, Secondary_carbon","C",1,104,103
0,"C","Primary_carbon, Secondary_carbon","C",1,105,104
0,"C","Primary_carbon, Secondary_carbon","C",1,106,105
0,"C","Primary_carbon, Secondary_carbon","C",1,107,106
0,"C","Primary_carbon, Secondary_carbon","C",1,108,107
0,"C","Primary_carbon, Secondary_carbon","C",1,109,108
0,"C","Primary_carbon, Secondary_carbon","C",1,110,109
0,"C","Primary_carbon, Secondary_carbon","C",1,111,110
0,"C","Primary_carbon, Secondary_carbon","C",1,112,111
0,"C","Primary_carbon, Secondary_carbon","C",1,113,112
0,"C","Primary_carbon, Secondary_carbon","C",1,114,113
0,"C","Primary_carbon, Secondary_carbon","C",1,115,114
0,"C","Secondary_carbon","C1CNC1",1,361,116
1,"C","Secondary_carbon","C1CNC1",1,361,116
2,"N","Secondary_aliph_amine, Alpha_aminoacid, Heterocyclic","C1CNC1",1,361,116
3,"C","Secondary_carbon, Alpha_aminoacid","C1CNC1",1,361,116
6,"O","Carboxylic_acid, Alpha_aminoacid","O",2,361,116
0,"C","Primary_carbon","CCO",1,121,117
1,"C","Primary_carbon, Acetal","CCO",1,121,117
2,"O","Acetal, Acetal_like","CCO",1,121,117
12,"O","Acetal, Acetal_like","CCO",2,121,117
13,"C","Primary_carbon, Acetal","CCO",2,121,117
14,"C","Primary_carbon","CCO",2,121,117
0,"C","Alkene","C",1,943,118
5,"C","Primary_carbon","C",2,943,118
12,"C","Primary_carbon, Quaternary_carbon","C",3,943,118
13,"C","Primary_carbon, Quaternary_carbon","C",4,943,118
14,"O","Dialkylether, Heterocyclic, Epoxide","O",5,943,118
0,"C","Alkylarylether","CO",1,955,119
1,"O","Alkylarylether","CO",1,955,119
13,"C","Aromatic","cco",2,955,119
14,"C","Aromatic","cco",2,955,119
15,"O","Hetero_O, Heteroaromatic, Aromatic, Heterocyclic","cco",2,955,119
16,"O","Alkylarylether","CO",3,955,119
17,"C","Alkylarylether","CO",3,955,119
0,"C","Alkylarylether","CO",1,349,120
1,"O","Alkylarylether","CO",1,349,120
9,"C","Secondary_carbon","CCNC",2,349,120
10,"C","Secondary_carbon","CCNC",2,349,120
11,"N","Secondary_aliph_amine, Heterocyclic","CCNC",2,349,120
12,"C",NA,"CCNC",2,349,120
0,"C","Primary_carbon, Secondary_carbon","C",1,202,121
3,"C","Primary_carbon, Secondary_carbon","CC",2,202,121
4,"C","Primary_carbon, Secondary_carbon","CC",2,202,121
10,"C","Primary_carbon","C",3,202,121
12,"C","Primary_carbon","C",4,202,121
14,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",5,202,121
15,"O","Anion","O=[NH+][O-]",5,202,121
16,"O","Conjugated_double_bond","O=[NH+][O-]",5,202,121
17,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",6,202,121
18,"O","Anion","O=[NH+][O-]",6,202,121
19,"O","Conjugated_double_bond","O=[NH+][O-]",6,202,121
0,"C","Primary_carbon, Secondary_carbon","C",1,124,122
10,"C","Primary_carbon, Secondary_carbon","C",2,124,122
15,"C","Primary_carbon, Secondary_carbon","C",3,124,122
20,"C","Primary_carbon, Secondary_carbon","C",4,124,122
9,"O","Carboxylic_acid","O",1,913,123
14,"C","Secondary_carbon, Tertiary_carbon","CC1C=CCC1",2,913,123
15,"C","Secondary_carbon, Tertiary_carbon","CC1C=CCC1",2,913,123
16,"C","Tertiary_carbon, Alkene","CC1C=CCC1",2,913,123
17,"C","Secondary_carbon, Alkene","CC1C=CCC1",2,913,123
18,"C","Secondary_carbon","CC1C=CCC1",2,913,123
19,"C","Secondary_carbon, Tertiary_carbon","CC1C=CCC1",2,913,123
7,"O","Carboxylic_ester","CC(=O)O",1,363,124
8,"C","Primary_carbon, Carboxylic_ester","CC(=O)O",1,363,124
9,"O","Carboxylic_ester","CC(=O)O",1,363,124
10,"C","Primary_carbon, CH-acidic","CC(=O)O",1,363,124
0,"C","Primary_carbon, Quaternary_carbon","C",1,496,125
7,"C","Primary_carbon, Quaternary_carbon","C",2,496,125
11,"O","Dialkylether, Heterocyclic","O",3,496,125
0,"C","Primary_carbon, Tertiary_carbon","C",1,409,126
26,"O","Secondary_alcohol","O",2,409,126
27,"Cl","Alkylchloride","Cl",3,409,126
0,"C","Primary_carbon, Secondary_carbon","CCC",1,176,129
1,"C","Primary_carbon, Secondary_carbon","CCC",1,176,129
2,"C","Secondary_carbon","CCC",1,176,129
0,"C","Primary_carbon","C",1,137,133
6,"C","Primary_carbon","C",2,137,133
11,"O","Dialkylether","CO",3,137,133
12,"C","Dialkylether","CO",3,137,133
15,"C","Alkylchloride","CCl",4,137,133
16,"Cl","Alkylchloride","CCl",4,137,133
0,"C","Primary_carbon, Secondary_carbon","CCCCC",1,202,134
1,"C","Primary_carbon, Secondary_carbon","CCCCC",1,202,134
2,"C","Secondary_carbon","CCCCC",1,202,134
3,"C","Primary_carbon, Secondary_carbon","CCCCC",1,202,134
4,"C","Primary_carbon, Secondary_carbon","CCCCC",1,202,134
12,"C","Primary_carbon","C",2,202,134
14,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",3,202,134
15,"O","Anion","O=[NH+][O-]",3,202,134
16,"O","Conjugated_double_bond","O=[NH+][O-]",3,202,134
17,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",4,202,134
18,"O","Anion","O=[NH+][O-]",4,202,134
19,"O","Conjugated_double_bond","O=[NH+][O-]",4,202,134
0,"C","Primary_carbon, Secondary_carbon","CC",1,148,135
1,"C","Primary_carbon, Secondary_carbon","CC",1,148,135
5,"C","Quaternary_carbon, Nitrile","C#N",2,148,135
6,"N","Nitrile","C#N",2,148,135
0,"C","Primary_carbon, Secondary_carbon","C",1,196,137
11,"C","Primary_carbon","C",2,196,137
21,"O","Carboxylic_ester","CO",1,238,138
22,"C","Carboxylic_ester","CO",1,238,138
0,"C","Secondary_amide","CN",1,265,139
1,"N","Secondary_amide","CN",1,265,139
3,"O","Secondary_amide","O",2,265,139
7,"O",NA,"O",3,265,139
0,"C","Primary_carbon, Secondary_carbon","CCCS",1,209,140
1,"C","Primary_carbon, Secondary_carbon","CCCS",1,209,140
2,"C","Secondary_carbon","CCCS",1,209,140
3,"S",NA,"CCCS",1,209,140
16,"Cl","Arylchloride","Cl",2,209,140
17,"Br","Arylbromide","Br",3,209,140
4,"N",NA,"N",1,147,143
2,"C","Carboxylic_acid, Alpha_hydroxyacid","O=CO",1,1016,145
3,"O","Carboxylic_acid, Alpha_hydroxyacid","O=CO",1,1016,145
4,"O","Carboxylic_acid, Alpha_hydroxyacid","O=CO",1,1016,145
9,"O","Secondary_alcohol, 1,2-Diol, Alpha_hydroxyacid","O",2,1016,145
6,"Cl","Arylchloride","Cl",1,170,146
7,"Cl","Arylchloride","Cl",2,170,146
12,"C","Aromatic, Conjugated_double_bond","ccc(c)F",3,170,146
13,"C","Arylfluoride, Aromatic","ccc(c)F",3,170,146
14,"C","Aromatic","ccc(c)F",3,170,146
15,"C","Aromatic","ccc(c)F",3,170,146
19,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",4,170,146
20,"C","Aromatic","c1ncnn1",4,170,146
21,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",4,170,146
22,"C","Aromatic","c1ncnn1",4,170,146
23,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",4,170,146
24,"F","Arylfluoride","ccc(c)F",3,170,146
0,"C","Primary_carbon, Secondary_carbon","CC",1,167,147
1,"C","Primary_carbon, Secondary_carbon","CC",1,167,147
8,"C","Primary_carbon","C",2,167,147
9,"S",NA,"CCCS",3,167,147
10,"C","Secondary_carbon","CCCS",3,167,147
11,"C","Primary_carbon, Secondary_carbon","CCCS",3,167,147
12,"C","Primary_carbon, Secondary_carbon","CCCS",3,167,147
17,"Cl","Arylchloride","Cl",1,172,148
19,"O","Tertiary_alcohol","O",2,172,148
0,"C","Primary_carbon, Secondary_carbon","CCCC",1,230,150
1,"C","Primary_carbon, Secondary_carbon","CCCC",1,230,150
2,"C","Secondary_carbon","CCCC",1,230,150
3,"C","Secondary_carbon","CCCC",1,230,150
6,"C","Primary_carbon","C",2,230,150
9,"N",NA,"CCN",3,230,150
10,"C","Primary_carbon","CCN",3,230,150
11,"C","Primary_carbon","CCN",3,230,150
14,"O","Imidoacid_cyclic, Phenol","O",4,230,150
0,"C","Primary_carbon","C",1,203,154
4,"S",NA,"S",2,203,154
7,"C","Primary_carbon","C",3,203,154
12,"C","Aromatic","ccc(c)Cl",4,203,154
13,"C","Aromatic","ccc(c)Cl",4,203,154
14,"C","Arylchloride, Aromatic","ccc(c)Cl",4,203,154
15,"C","Aromatic","ccc(c)Cl",4,203,154
20,"Cl","Arylchloride","ccc(c)Cl",4,203,154
8,"N","Tertiary_aliph_amine, Heterocyclic","C1CCNC1",1,552,155
9,"C","Secondary_carbon","C1CCNC1",1,552,155
10,"C","Secondary_carbon","C1CCNC1",1,552,155
11,"C","Secondary_carbon","C1CCNC1",1,552,155
12,"C","Secondary_carbon","C1CCNC1",1,552,155
22,"Cl","Arylchloride","Cl",2,552,155
23,"Cl","Arylchloride","Cl",3,552,155
0,"C",NA,"CCN(C)C",1,456,157
1,"N","Tertiary_aliph_amine","CCN(C)C",1,456,157
2,"C",NA,"CCN(C)C",1,456,157
3,"C","Secondary_carbon","CCN(C)C",1,456,157
4,"C","Secondary_carbon","CCN(C)C",1,456,157
13,"F","Arylfluoride","F",2,456,157
15,"C","Aromatic","ccc(c)C#N",3,456,157
16,"C","Aromatic, Conjugated_tripple_bond","ccc(c)C#N",3,456,157
17,"C","Aromatic, Conjugated_tripple_bond","ccc(c)C#N",3,456,157
18,"C","Aromatic, Conjugated_tripple_bond","ccc(c)C#N",3,456,157
22,"C","Nitrile, Conjugated_tripple_bond","ccc(c)C#N",3,456,157
23,"N","Nitrile, Conjugated_tripple_bond","ccc(c)C#N",3,456,157
9,"C","Urethan","CN(C)C=O",1,206,158
10,"O","Urethan","CN(C)C=O",1,206,158
11,"N","Urethan","CN(C)C=O",1,206,158
12,"C",NA,"CN(C)C=O",1,206,158
13,"C",NA,"CN(C)C=O",1,206,158
16,"C",NA,"C",2,206,158
0,"C","Primary_carbon","CCNCC",1,207,162
1,"C","Primary_carbon","CCNCC",1,207,162
2,"N",NA,"CCNCC",1,207,162
3,"C","Primary_carbon","CCNCC",1,207,162
4,"C","Primary_carbon","CCNCC",1,207,162
0,"C","Primary_carbon","C",1,197,163
3,"C","Carboxylic_ester, Conjugated_double_bond","COC=O",2,197,163
4,"O","Carboxylic_ester, Conjugated_double_bond","COC=O",2,197,163
5,"O","Carboxylic_ester","COC=O",2,197,163
6,"C","Carboxylic_ester","COC=O",2,197,163
0,"C","Secondary_amide","CN",1,265,167
1,"N","Secondary_amide","CN",1,265,167
3,"O","Secondary_amide","O",2,265,167
10,"O",NA,"CO",3,265,167
11,"C",NA,"CO",3,265,167
0,"C","Primary_carbon","C",1,243,168
8,"O","Ketone, Conjugated_double_bond","O",2,243,168
11,"C","Primary_carbon","C",3,243,168
16,"O","Alkylarylether","CO",4,243,168
17,"C","Alkylarylether","CO",4,243,168
18,"Br","Arylbromide","Br",5,243,168
19,"O","Alkylarylether","CO",6,243,168
20,"C","Alkylarylether","CO",6,243,168
21,"O","Alkylarylether","CO",7,243,168
22,"C","Alkylarylether","CO",7,243,168
23,"O","Alkylarylether","CO",8,243,168
24,"C","Alkylarylether","CO",8,243,168
0,"C","Primary_carbon, Quaternary_carbon","C",1,177,169
2,"C","Primary_carbon, Quaternary_carbon","C",2,177,169
3,"C","Primary_carbon, Quaternary_carbon","C",3,177,169
20,"O","Tertiary_alcohol","O",4,177,169
0,"C","Primary_carbon","C",1,659,170
9,"C","Primary_carbon","C",2,659,170
19,"S","Conjugated_double_bond","NO[SH]=O",3,659,170
20,"O","Conjugated_double_bond","NO[SH]=O",3,659,170
21,"O",NA,"NO[SH]=O",3,659,170
22,"N",NA,"NO[SH]=O",3,659,170
23,"Cl","Arylchloride","Cl",4,659,170
2,"C","Primary_carbon, Tertiary_carbon","C",1,311,173
6,"C","Primary_carbon","C",2,311,173
10,"O","Urethan","CNC(=O)O",3,311,173
11,"C","Urethan","CNC(=O)O",3,311,173
12,"O","Urethan","CNC(=O)O",3,311,173
13,"N","Urethan","CNC(=O)O",3,311,173
14,"C",NA,"CNC(=O)O",3,311,173
2,"C","Primary_carbon, Quaternary_carbon","C",1,175,174
0,"C",NA,"CNC(=O)O",1,302,176
1,"N","Urethan","CNC(=O)O",1,302,176
2,"C","Urethan","CNC(=O)O",1,302,176
3,"O","Urethan","CNC(=O)O",1,302,176
4,"O","Urethan","CNC(=O)O",1,302,176
14,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",1,200,177
15,"C","Aromatic","c1ncnn1",1,200,177
16,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",1,200,177
17,"C","Aromatic","c1ncnn1",1,200,177
18,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",1,200,177
8,"O","Carboxylic_acid","O",1,589,178
10,"C","Quaternary_carbon","CN",2,589,178
11,"N","Primary_aliph_amine","CN",2,589,178
6,"O","Halogen_acetal_like, Acetal_like","OC(F)(F)F",1,737,179
7,"C","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,179
8,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,179
9,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,179
10,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,179
13,"N","Primary_arom_amine, Isothiourea","N",2,737,179
0,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,782,181
1,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,782,181
2,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,782,181
3,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,782,181
10,"N","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","N",2,782,181
11,"C","Thioamide, Conjugated_double_bond","NC=S",3,782,181
12,"S","Thioamide, Conjugated_double_bond","NC=S",3,782,181
13,"N","Thioamide","NC=S",3,782,181
17,"O","Phenol","O",4,782,181
18,"C","Primary_carbon, Quaternary_carbon","CC(C)C",5,782,181
19,"C","Primary_carbon, Quaternary_carbon","CC(C)C",5,782,181
20,"C","Primary_carbon, Quaternary_carbon","CC(C)C",5,782,181
21,"C","Primary_carbon, Quaternary_carbon","CC(C)C",5,782,181
5,"O","Ketone","O",1,215,183
19,"Cl","Arylchloride","Cl",2,215,183
16,"C","Secondary_carbon, Tertiary_carbon","C1CCOCC1",1,213,184
17,"C","Secondary_carbon, Tertiary_carbon","C1CCOCC1",1,213,184
18,"C","Secondary_carbon, Dialkylether","C1CCOCC1",1,213,184
19,"O","Dialkylether, Heterocyclic","C1CCOCC1",1,213,184
20,"C","Secondary_carbon, Dialkylether","C1CCOCC1",1,213,184
21,"C","Secondary_carbon, Tertiary_carbon","C1CCOCC1",1,213,184
15,"Cl","Arylchloride","Cl",1,639,186
16,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",2,639,186
17,"O","Anion","O=[NH+][O-]",2,639,186
